Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-gptq-exllama-v2-eager,EleutherAI/pythia-70m,0.01,0.0094484481811523,104.963,2630489.332,193.845,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Unknown,0.606,28.93,0
4bit-gptq-exllama-v1-eager,EleutherAI/pythia-70m,0.01,0.0094121122360229,105.124,2612486.055,193.845,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Unknown,0.607,28.93,0
4bit-gptq-exllama-v1-fa2,EleutherAI/pythia-70m,0.01,0.0091975679397583,108.631,2904310.377,193.844,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Unknown,0.589,28.93,0
4bit-gptq-exllama-v2-fa2,EleutherAI/pythia-70m,0.01,0.0091791362762451,109.01,2801798.28,193.844,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Unknown,0.588,28.93,0
float16-eager,EleutherAI/pythia-70m,0.006,0.0057067518234252,175.128,5067405.199,220.64,pytorch,float16,Unquantized,Eager,No Kernel,Unknown,0.367,28.93,0
float32-eager,EleutherAI/pythia-70m,0.006,0.0053493762016296,183.204,4884583.754,397.46,pytorch,float32,Unquantized,Eager,No Kernel,Unknown,0.352,28.93,0
bfloat16-eager,EleutherAI/pythia-70m,0.006,0.0053626880645751,184.651,5132711.645,220.64,pytorch,bfloat16,Unquantized,Eager,No Kernel,Unknown,0.345,28.93,0
bfloat16-fa2,EleutherAI/pythia-70m,0.005,0.0048906400203704,206.365,5651904.711,220.896,pytorch,bfloat16,Unquantized,FAv2,No Kernel,Unknown,0.313,28.93,0
float16-fa2,EleutherAI/pythia-70m,0.005,0.0046929922103881,211.306,5869030.457,220.896,pytorch,float16,Unquantized,FAv2,No Kernel,Unknown,0.302,28.93,0
8bit-bnb-eager,openai-community/gpt2,0.028,0.0269199676513671,37.269,1052401.512,241.136,pytorch,float16,BnB.8bit,Eager,No Kernel,GPT2LMHeadModel,1.718,28.53,0
8bit-bnb-fa2,openai-community/gpt2,0.026,0.0258693122863769,38.558,1109910.425,241.333,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPT2LMHeadModel,1.657,28.53,0
4bit-bnb-eager,openai-community/gpt2,0.022,0.017966079711914,55.783,1557526.162,196.164,pytorch,float16,BnB.4bit,Eager,No Kernel,GPT2LMHeadModel,1.156,28.53,0
4bit-gptq-exllama-v1-eager,openai-community/gpt2,0.017,0.0166246395111084,60.366,1440827.622,209.725,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPT2LMHeadModel,1.066,28.53,0
4bit-bnb-fa2,openai-community/gpt2,0.019,0.0166287364959716,60.408,1621859.899,196.163,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPT2LMHeadModel,1.061,28.53,0
4bit-gptq-exllama-v2-eager,openai-community/gpt2,0.017,0.016270336151123,60.92,1400986.543,209.725,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPT2LMHeadModel,1.048,28.53,0
4bit-gptq-exllama-v1-fa2,openai-community/gpt2,0.016,0.0158719997406005,62.796,1496924.63,209.724,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPT2LMHeadModel,1.019,28.53,0
4bit-gptq-exllama-v2-fa2,openai-community/gpt2,0.015,0.015682559967041,64.464,1493569.476,209.724,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPT2LMHeadModel,1.003,28.53,0
bfloat16-eager,openai-community/gpt2,0.009,0.0086026239395141,116.456,3021029.975,328.804,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPT2LMHeadModel,0.553,28.53,0
float32-eager,openai-community/gpt2,0.009,0.0082606077194213,120.417,2911708.822,620.357,pytorch,float32,Unquantized,Eager,No Kernel,GPT2LMHeadModel,0.531,28.53,0
float16-eager,openai-community/gpt2,0.009,0.0079482879638671,123.94,3279586.557,328.804,pytorch,float16,Unquantized,Eager,No Kernel,GPT2LMHeadModel,0.515,28.53,0
4bit-awq-exllama-v2-eager,openai-community/gpt2,0.009,0.0079144959449768,124.892,3205949.371,328.809,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPT2LMHeadModel,0.512,28.53,0
4bit-awq-gemm-eager,openai-community/gpt2,0.009,0.007988224029541,125.154,3333048.405,328.809,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPT2LMHeadModel,0.511,28.53,0
4bit-awq-gemv-eager,openai-community/gpt2,0.009,0.0077301759719848,128.137,3240965.288,328.809,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPT2LMHeadModel,0.499,28.53,0
4bit-awq-exllama-v1-eager,openai-community/gpt2,0.009,0.0077076478004455,128.822,3353396.876,328.809,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPT2LMHeadModel,0.496,28.53,0
bfloat16-fa2,openai-community/gpt2,0.008,0.0073830399513244,135.76,3569203.55,328.799,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPT2LMHeadModel,0.473,28.53,0
float16-fa2,openai-community/gpt2,0.008,0.0074056000709533,135.856,3543460.329,328.799,pytorch,float16,Unquantized,FAv2,No Kernel,GPT2LMHeadModel,0.474,28.53,0
4bit-awq-gemv-fa2,openai-community/gpt2,0.007,0.0069376001358032,142.343,3813962.411,328.805,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPT2LMHeadModel,0.448,28.53,0
4bit-awq-exllama-v2-fa2,openai-community/gpt2,0.007,0.0069314560890197,143.047,3812482.881,328.805,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPT2LMHeadModel,0.445,28.53,0
4bit-awq-exllama-v1-fa2,openai-community/gpt2,0.007,0.0067737598419189,145.575,3772727.252,328.805,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPT2LMHeadModel,0.436,28.53,0
4bit-awq-gemm-fa2,openai-community/gpt2,0.007,0.0066918401718139,148.755,3908484.175,328.805,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPT2LMHeadModel,0.43,28.53,0
